epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
131,6238.92,0.36481,0.25463,0.86004,0.96108,0.95656,0.98282,0.89617,0.35041,0.24007,0.84599,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375
132,6286.48,0.36291,0.2522,0.86429,0.9589,0.9567,0.98152,0.89792,0.34946,0.24545,0.84611,0.0137888,0.00459625,0.0137888,0.00459625,0.0137888,0.00459625,0.0137888,0.00459625
133,6334.52,0.36287,0.25289,0.86328,0.95539,0.95846,0.98252,0.89728,0.34982,0.2498,0.84603,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
134,6381.78,0.36372,0.2522,0.86069,0.96486,0.95268,0.98216,0.89646,0.3462,0.24776,0.84497,0.0135412,0.00451375,0.0135412,0.00451375,0.0135412,0.00451375,0.0135412,0.00451375
135,6429.05,0.36386,0.25321,0.86226,0.96791,0.95693,0.9829,0.89645,0.3492,0.237,0.84722,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725
136,6476.14,0.36046,0.25018,0.86029,0.95784,0.96162,0.98241,0.89614,0.3522,0.24309,0.8514,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125
137,6524.21,0.35721,0.24949,0.86179,0.95748,0.96187,0.98236,0.89884,0.34784,0.24159,0.84647,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
138,6571.97,0.35962,0.24978,0.86108,0.96312,0.95418,0.9822,0.89738,0.34672,0.24178,0.84588,0.0130463,0.00434875,0.0130463,0.00434875,0.0130463,0.00434875,0.0130463,0.00434875
139,6619.07,0.35807,0.24575,0.85792,0.95859,0.95749,0.98247,0.89669,0.34533,0.24263,0.84082,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
140,6667.29,0.35967,0.24926,0.85998,0.96059,0.95812,0.9807,0.89627,0.34461,0.24385,0.84059,0.0127987,0.00426625,0.0127987,0.00426625,0.0127987,0.00426625,0.0127987,0.00426625
141,6715.83,0.35688,0.24733,0.86056,0.9565,0.9598,0.98075,0.89706,0.34438,0.24453,0.84743,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
142,6765.29,0.35761,0.2483,0.86037,0.95912,0.96163,0.98165,0.89727,0.34775,0.24254,0.84977,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375
143,6814.19,0.35429,0.2458,0.86168,0.95589,0.96291,0.98257,0.8967,0.34667,0.24142,0.85447,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425
144,6862.35,0.35589,0.24672,0.85954,0.95751,0.96386,0.98191,0.89842,0.34386,0.24161,0.84322,0.0123038,0.00410125,0.0123038,0.00410125,0.0123038,0.00410125,0.0123038,0.00410125
145,6910.36,0.35522,0.24506,0.8604,0.96288,0.96044,0.98188,0.8981,0.34017,0.23541,0.83902,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
146,6958.59,0.35582,0.24596,0.859,0.95591,0.96286,0.98067,0.8973,0.33924,0.23256,0.83875,0.0120563,0.00401875,0.0120563,0.00401875,0.0120563,0.00401875,0.0120563,0.00401875
147,7008.9,0.3555,0.24645,0.85813,0.96359,0.95801,0.98178,0.89815,0.34274,0.23629,0.83941,0.0119325,0.0039775,0.0119325,0.0039775,0.0119325,0.0039775,0.0119325,0.0039775
148,7058.42,0.35706,0.24664,0.85902,0.96688,0.95414,0.98364,0.90143,0.34096,0.23349,0.84009,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625
149,7108.4,0.35764,0.24943,0.85963,0.96819,0.95495,0.98345,0.90067,0.34137,0.22983,0.84015,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
150,7157.5,0.35109,0.24547,0.85912,0.96257,0.9593,0.98177,0.89852,0.3373,0.23243,0.84053,0.0115612,0.00385375,0.0115612,0.00385375,0.0115612,0.00385375,0.0115612,0.00385375
151,7208.22,0.35668,0.24564,0.85812,0.95929,0.96085,0.9814,0.89791,0.33698,0.22991,0.83808,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
152,7258.74,0.35408,0.24515,0.85673,0.96421,0.95605,0.98188,0.89879,0.34235,0.23723,0.84428,0.0113138,0.00377125,0.0113138,0.00377125,0.0113138,0.00377125,0.0113138,0.00377125
153,7307.92,0.35172,0.24241,0.85649,0.96186,0.95943,0.98182,0.89771,0.34242,0.23756,0.84581,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
154,7357.65,0.35072,0.24399,0.85634,0.9584,0.96127,0.98133,0.8976,0.34336,0.23328,0.84709,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875
155,7407.21,0.35104,0.24062,0.85706,0.95832,0.96356,0.9813,0.89653,0.34109,0.23533,0.84362,0.0109425,0.0036475,0.0109425,0.0036475,0.0109425,0.0036475,0.0109425,0.0036475
156,7458.24,0.35042,0.24363,0.85949,0.96076,0.95843,0.98084,0.89815,0.3374,0.23245,0.83947,0.0108187,0.00360625,0.0108187,0.00360625,0.0108187,0.00360625,0.0108187,0.00360625
157,7507.55,0.34909,0.24093,0.85603,0.96292,0.96287,0.98144,0.89772,0.33948,0.23395,0.84447,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
158,7555.86,0.34772,0.2401,0.85593,0.96202,0.95834,0.9807,0.89768,0.33946,0.23435,0.84347,0.0105712,0.00352375,0.0105712,0.00352375,0.0105712,0.00352375,0.0105712,0.00352375
159,7604.02,0.34863,0.24271,0.85722,0.96439,0.95945,0.98076,0.8969,0.34111,0.23306,0.84824,0.0104475,0.0034825,0.0104475,0.0034825,0.0104475,0.0034825,0.0104475,0.0034825
160,7653.92,0.34277,0.23695,0.85341,0.9619,0.95902,0.98088,0.89799,0.34421,0.23592,0.8482,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125
161,7703.73,0.34415,0.23706,0.85623,0.96347,0.95568,0.98067,0.89758,0.34095,0.23632,0.84728,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
162,7752.94,0.34227,0.23609,0.85505,0.96335,0.95773,0.98132,0.89886,0.3412,0.23222,0.84226,0.0100763,0.00335875,0.0100763,0.00335875,0.0100763,0.00335875,0.0100763,0.00335875
163,7801.99,0.34498,0.23983,0.85727,0.96083,0.95779,0.98088,0.89774,0.33573,0.22672,0.83785,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
164,7850.47,0.33887,0.23374,0.85268,0.9618,0.96104,0.98115,0.8991,0.33936,0.22877,0.84005,0.00982875,0.00327625,0.00982875,0.00327625,0.00982875,0.00327625,0.00982875,0.00327625
165,7898.89,0.34112,0.23711,0.85347,0.96112,0.96105,0.98139,0.89805,0.33594,0.22719,0.84131,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
166,7948.27,0.34431,0.23681,0.8548,0.95857,0.96037,0.98112,0.89887,0.33783,0.23177,0.84677,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375
167,7996.42,0.34179,0.23804,0.85235,0.96065,0.95926,0.98146,0.89846,0.33431,0.23203,0.84102,0.0094575,0.0031525,0.0094575,0.0031525,0.0094575,0.0031525,0.0094575,0.0031525
168,8044.67,0.34113,0.23748,0.85532,0.96013,0.96185,0.98171,0.90018,0.33227,0.22824,0.83815,0.00933375,0.00311125,0.00933375,0.00311125,0.00933375,0.00311125,0.00933375,0.00311125
169,8093.72,0.34261,0.23633,0.85258,0.96225,0.9587,0.98169,0.89984,0.33156,0.23106,0.83261,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
170,8142.95,0.33444,0.23191,0.85191,0.96094,0.9596,0.98348,0.89997,0.33191,0.22921,0.83547,0.00908625,0.00302875,0.00908625,0.00302875,0.00908625,0.00302875,0.00908625,0.00302875
171,8193.83,0.3358,0.23186,0.85107,0.96325,0.95703,0.98353,0.89959,0.33355,0.22725,0.83889,0.0089625,0.0029875,0.0089625,0.0029875,0.0089625,0.0029875,0.0089625,0.0029875
172,8243.72,0.33834,0.2336,0.85438,0.96059,0.96138,0.98329,0.89942,0.33361,0.22715,0.84219,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625
173,8293.02,0.3375,0.23131,0.8512,0.96181,0.95913,0.98338,0.9002,0.33085,0.2249,0.84464,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
174,8341.69,0.33631,0.23385,0.85421,0.96576,0.95595,0.98202,0.90042,0.33557,0.22735,0.8399,0.00859125,0.00286375,0.00859125,0.00286375,0.00859125,0.00286375,0.00859125,0.00286375
175,8391.46,0.33286,0.22998,0.85157,0.96439,0.95496,0.982,0.90014,0.33102,0.22365,0.8377,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
176,8440.45,0.33682,0.23099,0.85271,0.96473,0.95636,0.98207,0.90047,0.32948,0.22054,0.84024,0.00834375,0.00278125,0.00834375,0.00278125,0.00834375,0.00278125,0.00834375,0.00278125
177,8489.28,0.33745,0.23239,0.85367,0.96484,0.95631,0.98194,0.89969,0.33093,0.22324,0.84053,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
178,8538.27,0.33139,0.2301,0.84849,0.96355,0.95854,0.98282,0.90003,0.33117,0.22646,0.83871,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875
179,8587.4,0.33251,0.23158,0.85069,0.95996,0.9589,0.98152,0.89852,0.32903,0.22737,0.83808,0.0079725,0.0026575,0.0079725,0.0026575,0.0079725,0.0026575,0.0079725,0.0026575
180,8638.07,0.33153,0.22969,0.85057,0.96511,0.95983,0.9821,0.89977,0.3312,0.2298,0.8383,0.00784875,0.00261625,0.00784875,0.00261625,0.00784875,0.00261625,0.00784875,0.00261625
181,8687.3,0.33219,0.22812,0.85069,0.96024,0.96151,0.9828,0.89988,0.33172,0.22944,0.83972,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
182,8736.93,0.33267,0.23029,0.85021,0.95759,0.96577,0.98197,0.90061,0.32979,0.22809,0.83875,0.00760125,0.00253375,0.00760125,0.00253375,0.00760125,0.00253375,0.00760125,0.00253375
183,8785.28,0.33498,0.23166,0.85096,0.95824,0.96356,0.98304,0.90102,0.32853,0.22803,0.8377,0.0074775,0.0024925,0.0074775,0.0024925,0.0074775,0.0024925,0.0074775,0.0024925
184,8834.15,0.33193,0.22743,0.85084,0.96009,0.96115,0.98161,0.90038,0.32739,0.22707,0.83581,0.00735375,0.00245125,0.00735375,0.00245125,0.00735375,0.00245125,0.00735375,0.00245125
185,8883.69,0.33133,0.22858,0.85212,0.96177,0.95861,0.98164,0.89947,0.32953,0.2285,0.83921,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
186,8932.81,0.33141,0.22677,0.85149,0.95974,0.9609,0.98146,0.90107,0.32888,0.2262,0.84179,0.00710625,0.00236875,0.00710625,0.00236875,0.00710625,0.00236875,0.00710625,0.00236875
187,8981.58,0.32957,0.22669,0.85315,0.95897,0.96243,0.98133,0.90054,0.32812,0.22527,0.84202,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
188,9030.18,0.32828,0.22585,0.85279,0.96111,0.96161,0.98186,0.8998,0.32738,0.22354,0.84305,0.00685875,0.00228625,0.00685875,0.00228625,0.00685875,0.00228625,0.00685875,0.00228625
189,9080.27,0.32927,0.22771,0.84997,0.96298,0.96099,0.98174,0.9002,0.32998,0.2251,0.84435,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
190,9131.11,0.32947,0.22627,0.84966,0.96322,0.95836,0.98167,0.90054,0.32872,0.22462,0.84191,0.00661125,0.00220375,0.00661125,0.00220375,0.00661125,0.00220375,0.00661125,0.00220375
191,9180.57,0.32829,0.22648,0.84966,0.96148,0.95992,0.98201,0.90023,0.32918,0.22365,0.84249,0.0064875,0.0021625,0.0064875,0.0021625,0.0064875,0.0021625,0.0064875,0.0021625
192,9229.03,0.3281,0.22746,0.85223,0.96112,0.96179,0.9821,0.90088,0.32816,0.22239,0.84296,0.00636375,0.00212125,0.00636375,0.00212125,0.00636375,0.00212125,0.00636375,0.00212125
193,9278.33,0.32571,0.22418,0.84853,0.96165,0.96044,0.98199,0.90021,0.32703,0.2231,0.83854,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
194,9328.82,0.32422,0.22343,0.84779,0.96205,0.95859,0.98223,0.8995,0.32598,0.22444,0.83744,0.00611625,0.00203875,0.00611625,0.00203875,0.00611625,0.00203875,0.00611625,0.00203875
195,9378.03,0.32248,0.22237,0.84666,0.96167,0.95991,0.98244,0.90084,0.32674,0.22575,0.8378,0.0059925,0.0019975,0.0059925,0.0019975,0.0059925,0.0019975,0.0059925,0.0019975
196,9427.25,0.32628,0.22435,0.84774,0.96029,0.95984,0.98247,0.90098,0.32738,0.22486,0.83801,0.00586875,0.00195625,0.00586875,0.00195625,0.00586875,0.00195625,0.00586875,0.00195625
197,9475.71,0.32597,0.22425,0.84882,0.95671,0.96463,0.98239,0.90194,0.32748,0.22504,0.83732,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
198,9524.77,0.32264,0.22315,0.84984,0.96075,0.96229,0.98254,0.90221,0.32856,0.22378,0.83858,0.00562125,0.00187375,0.00562125,0.00187375,0.00562125,0.00187375,0.00562125,0.00187375
199,9574.91,0.32577,0.22354,0.84849,0.96249,0.96028,0.98231,0.9026,0.32941,0.22456,0.83893,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
200,9624.56,0.31903,0.22049,0.84818,0.95845,0.96417,0.98223,0.9022,0.32915,0.22411,0.83966,0.00537375,0.00179125,0.00537375,0.00179125,0.00537375,0.00179125,0.00537375,0.00179125
201,9673.82,0.32507,0.22237,0.85136,0.95928,0.96342,0.98209,0.90285,0.32917,0.22478,0.83952,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
202,9722.84,0.32177,0.22029,0.84915,0.96073,0.96211,0.98219,0.90184,0.32928,0.22348,0.83945,0.00512625,0.00170875,0.00512625,0.00170875,0.00512625,0.00170875,0.00512625,0.00170875
203,9771.49,0.31914,0.221,0.8468,0.95885,0.96477,0.9822,0.90211,0.32924,0.22449,0.83844,0.0050025,0.0016675,0.0050025,0.0016675,0.0050025,0.0016675,0.0050025,0.0016675
204,9820.39,0.32233,0.22043,0.84944,0.95953,0.9623,0.98219,0.90283,0.32967,0.22294,0.83822,0.00487875,0.00162625,0.00487875,0.00162625,0.00487875,0.00162625,0.00487875,0.00162625
205,9868.87,0.31753,0.21905,0.84567,0.96191,0.96181,0.98241,0.90301,0.32786,0.22149,0.83728,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
206,9917.9,0.31829,0.22089,0.84814,0.96302,0.96018,0.98212,0.90202,0.32853,0.22165,0.83751,0.00463125,0.00154375,0.00463125,0.00154375,0.00463125,0.00154375,0.00463125,0.00154375
207,9965.52,0.31444,0.21755,0.84735,0.964,0.9606,0.98198,0.90154,0.32722,0.22254,0.83743,0.0045075,0.0015025,0.0045075,0.0015025,0.0045075,0.0015025,0.0045075,0.0015025
208,10013.4,0.31657,0.21839,0.84478,0.96089,0.96085,0.98195,0.90272,0.32689,0.22271,0.83832,0.00438375,0.00146125,0.00438375,0.00146125,0.00438375,0.00146125,0.00438375,0.00146125
209,10061.4,0.31663,0.2171,0.84873,0.96088,0.96139,0.98182,0.90283,0.32929,0.22459,0.83998,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
210,10109.5,0.31436,0.21619,0.84531,0.96091,0.96181,0.98163,0.90258,0.32979,0.2253,0.83953,0.00413625,0.00137875,0.00413625,0.00137875,0.00413625,0.00137875,0.00413625,0.00137875
211,10157.3,0.31655,0.21627,0.84501,0.96136,0.96088,0.98148,0.90333,0.33018,0.22426,0.84056,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
212,10205.1,0.31225,0.21508,0.84397,0.96244,0.9595,0.98188,0.90292,0.32943,0.22284,0.84066,0.00388875,0.00129625,0.00388875,0.00129625,0.00388875,0.00129625,0.00388875,0.00129625
213,10252.1,0.3141,0.21636,0.84621,0.95885,0.96152,0.98167,0.90221,0.33004,0.22377,0.84144,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
214,10298.5,0.31303,0.21535,0.84617,0.95942,0.96171,0.98198,0.90297,0.33007,0.22341,0.84126,0.00364125,0.00121375,0.00364125,0.00121375,0.00364125,0.00121375,0.00364125,0.00121375
215,10344.9,0.31216,0.21331,0.84396,0.95887,0.96207,0.98224,0.90297,0.32932,0.22405,0.84028,0.0035175,0.0011725,0.0035175,0.0011725,0.0035175,0.0011725,0.0035175,0.0011725
216,10391.8,0.31395,0.21387,0.84341,0.95929,0.96222,0.98231,0.90305,0.32871,0.22435,0.83985,0.00339375,0.00113125,0.00339375,0.00113125,0.00339375,0.00113125,0.00339375,0.00113125
217,10439.4,0.31047,0.21437,0.84576,0.96119,0.96181,0.98232,0.90191,0.32907,0.2237,0.83832,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
218,10486.1,0.3118,0.21441,0.84505,0.96233,0.96141,0.9825,0.90226,0.32924,0.22424,0.83765,0.00314625,0.00104875,0.00314625,0.00104875,0.00314625,0.00104875,0.00314625,0.00104875
219,10533,0.30939,0.212,0.84294,0.9626,0.9614,0.98222,0.90187,0.32945,0.22511,0.83764,0.0030225,0.0010075,0.0030225,0.0010075,0.0030225,0.0010075,0.0030225,0.0010075
220,10579.9,0.30974,0.21219,0.84538,0.96024,0.96402,0.98213,0.90219,0.32959,0.2243,0.83806,0.00289875,0.00096625,0.00289875,0.00096625,0.00289875,0.00096625,0.00289875,0.00096625
221,10626.4,0.30819,0.21308,0.84435,0.96091,0.96377,0.98211,0.90197,0.32918,0.22395,0.83768,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
222,10673,0.31142,0.21375,0.84635,0.96295,0.96151,0.98214,0.902,0.32928,0.22472,0.83815,0.00265125,0.00088375,0.00265125,0.00088375,0.00265125,0.00088375,0.00265125,0.00088375
223,10719.8,0.30744,0.20969,0.84106,0.96359,0.9596,0.98202,0.90219,0.32885,0.22541,0.83841,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
224,10765.9,0.30765,0.21206,0.84362,0.9615,0.96155,0.9822,0.9018,0.32903,0.22633,0.83844,0.00240375,0.00080125,0.00240375,0.00080125,0.00240375,0.00080125,0.00240375,0.00080125
225,10812.2,0.30687,0.21039,0.845,0.95927,0.96366,0.98201,0.90272,0.32778,0.2256,0.83777,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
226,10859.3,0.30584,0.20807,0.84193,0.95751,0.96368,0.98177,0.90233,0.32682,0.22662,0.83682,0.00215625,0.00071875,0.00215625,0.00071875,0.00215625,0.00071875,0.00215625,0.00071875
227,10906.5,0.30845,0.21156,0.84192,0.96023,0.96242,0.98197,0.90217,0.32736,0.22594,0.83712,0.0020325,0.0006775,0.0020325,0.0006775,0.0020325,0.0006775,0.0020325,0.0006775
228,10955.1,0.30452,0.20929,0.84192,0.96203,0.9606,0.98192,0.90324,0.32758,0.22625,0.83762,0.00190875,0.00063625,0.00190875,0.00063625,0.00190875,0.00063625,0.00190875,0.00063625
229,11001.8,0.30443,0.2105,0.84267,0.96191,0.96218,0.98209,0.90377,0.32795,0.22736,0.83805,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
230,11049.6,0.30363,0.20997,0.84214,0.9606,0.96291,0.98208,0.9041,0.32838,0.22578,0.83858,0.00166125,0.00055375,0.00166125,0.00055375,0.00166125,0.00055375,0.00166125,0.00055375
231,11100.7,0.29389,0.19753,0.82111,0.96088,0.96141,0.9818,0.90355,0.32709,0.22332,0.83762,0.0015375,0.0005125,0.0015375,0.0005125,0.0015375,0.0005125,0.0015375,0.0005125
232,11144,0.28017,0.18574,0.8179,0.96123,0.96116,0.9821,0.90375,0.32612,0.22152,0.837,0.00141375,0.00047125,0.00141375,0.00047125,0.00141375,0.00047125,0.00141375,0.00047125
233,11187.5,0.27541,0.18092,0.81519,0.96168,0.96105,0.98219,0.9035,0.32653,0.22106,0.83726,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
234,11230.8,0.27478,0.18032,0.81452,0.96022,0.96089,0.98205,0.90343,0.32659,0.22069,0.83706,0.00116625,0.00038875,0.00116625,0.00038875,0.00116625,0.00038875,0.00116625,0.00038875
235,11273.9,0.27325,0.18025,0.81456,0.95958,0.96071,0.98197,0.90286,0.32567,0.22037,0.83642,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
236,11317.8,0.27075,0.17769,0.81345,0.95956,0.96056,0.98176,0.90295,0.32539,0.22014,0.83629,0.00091875,0.00030625,0.00091875,0.00030625,0.00091875,0.00030625,0.00091875,0.00030625
237,11361.8,0.27029,0.17865,0.81305,0.95989,0.96087,0.98191,0.90278,0.32572,0.21997,0.83649,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
238,11404.1,0.26629,0.17475,0.81236,0.9603,0.96026,0.98193,0.90251,0.32717,0.22063,0.83769,0.00067125,0.00022375,0.00067125,0.00022375,0.00067125,0.00022375,0.00067125,0.00022375
239,11446.9,0.26648,0.17555,0.81279,0.96038,0.95969,0.98192,0.90226,0.32786,0.22149,0.83816,0.0005475,0.0001825,0.0005475,0.0001825,0.0005475,0.0001825,0.0005475,0.0001825
240,11491,0.26789,0.17639,0.81585,0.9605,0.95929,0.98195,0.90193,0.3284,0.2218,0.8385,0.00042375,0.00014125,0.00042375,0.00014125,0.00042375,0.00014125,0.00042375,0.00014125
