epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,4846.45,0.36176,0.25059,0.849,0.96221,0.95568,0.98335,0.88431,0.35545,0.22925,0.84868,0.000191938,0.000191938,0.000191938
173,4875.37,0.35971,0.25001,0.85015,0.95924,0.95615,0.9828,0.88324,0.35786,0.22889,0.84735,0.00018575,0.00018575,0.00018575
174,4902.8,0.36134,0.25101,0.84969,0.96015,0.95533,0.98152,0.8843,0.35612,0.22532,0.84627,0.000179563,0.000179563,0.000179563
175,4930.05,0.35459,0.24597,0.84897,0.95584,0.96283,0.98231,0.88413,0.35557,0.22662,0.85074,0.000173375,0.000173375,0.000173375
176,4958.1,0.35513,0.24848,0.84762,0.9558,0.96191,0.98131,0.88217,0.35816,0.22818,0.856,0.000167188,0.000167188,0.000167188
177,4986.04,0.35628,0.2473,0.84821,0.95421,0.96064,0.98177,0.88401,0.35457,0.22668,0.84641,0.000161,0.000161,0.000161
178,5013.61,0.35352,0.24605,0.84796,0.96266,0.95607,0.98198,0.88356,0.35604,0.22982,0.84204,0.000154812,0.000154812,0.000154812
179,5042.14,0.36032,0.25056,0.84993,0.9578,0.9612,0.98327,0.88381,0.35564,0.22833,0.84521,0.000148625,0.000148625,0.000148625
180,5071.04,0.35028,0.24418,0.84616,0.96036,0.95809,0.98322,0.88299,0.35587,0.22633,0.85132,0.000142437,0.000142437,0.000142437
181,5099.33,0.35442,0.24664,0.84742,0.95471,0.95966,0.98271,0.88215,0.35608,0.22636,0.84924,0.00013625,0.00013625,0.00013625
182,5128.24,0.35043,0.2452,0.84604,0.95722,0.95876,0.98124,0.88294,0.35682,0.22495,0.85049,0.000130062,0.000130062,0.000130062
183,5155.94,0.34927,0.24287,0.84789,0.95482,0.95914,0.98252,0.88269,0.3547,0.2236,0.84743,0.000123875,0.000123875,0.000123875
184,5184.3,0.35159,0.24606,0.84879,0.95321,0.96209,0.98347,0.88447,0.35438,0.22433,0.85108,0.000117687,0.000117687,0.000117687
185,5213.38,0.35431,0.24691,0.8483,0.95736,0.96075,0.98308,0.88405,0.35502,0.22171,0.84755,0.0001115,0.0001115,0.0001115
186,5241.67,0.35202,0.24574,0.84752,0.95785,0.96147,0.98182,0.88314,0.35874,0.22363,0.8492,0.000105312,0.000105312,0.000105312
187,5271.04,0.35087,0.2454,0.84618,0.95725,0.95962,0.98154,0.88382,0.35468,0.22296,0.84656,9.9125e-05,9.9125e-05,9.9125e-05
188,5298.91,0.34831,0.2397,0.84289,0.96517,0.95459,0.98015,0.88185,0.3582,0.22418,0.84787,9.29375e-05,9.29375e-05,9.29375e-05
189,5327.24,0.35101,0.2434,0.84848,0.95539,0.96183,0.98307,0.88365,0.35255,0.22261,0.84691,8.675e-05,8.675e-05,8.675e-05
190,5356.11,0.35105,0.24343,0.84592,0.96474,0.95282,0.98146,0.88501,0.35035,0.22094,0.84484,8.05625e-05,8.05625e-05,8.05625e-05
191,5391.56,0.35004,0.24311,0.82861,0.96648,0.94808,0.98179,0.87789,0.36669,0.23421,0.85025,7.4375e-05,7.4375e-05,7.4375e-05
192,5416.98,0.32551,0.21973,0.82183,0.96767,0.94879,0.98216,0.88015,0.36615,0.2269,0.84957,6.81875e-05,6.81875e-05,6.81875e-05
193,5443.72,0.3213,0.21379,0.82352,0.95808,0.96157,0.98231,0.87931,0.3662,0.22628,0.85245,6.2e-05,6.2e-05,6.2e-05
194,5469.97,0.32128,0.21301,0.82013,0.95904,0.96058,0.98261,0.87908,0.36248,0.22649,0.85173,5.58125e-05,5.58125e-05,5.58125e-05
195,5494.09,0.31604,0.21127,0.8171,0.96325,0.95446,0.98279,0.87861,0.36091,0.22475,0.8509,4.9625e-05,4.9625e-05,4.9625e-05
196,5520.21,0.31872,0.21362,0.81876,0.9609,0.9559,0.98277,0.87988,0.35982,0.22436,0.85707,4.34375e-05,4.34375e-05,4.34375e-05
197,5546.37,0.31248,0.20921,0.81863,0.95944,0.95774,0.98284,0.88029,0.35961,0.22417,0.85821,3.725e-05,3.725e-05,3.725e-05
198,5572.06,0.31693,0.21043,0.82102,0.96663,0.95036,0.98273,0.87986,0.36003,0.22283,0.85753,3.10625e-05,3.10625e-05,3.10625e-05
199,5596.68,0.31105,0.20895,0.81432,0.96671,0.95102,0.98278,0.88184,0.35855,0.2219,0.85655,2.4875e-05,2.4875e-05,2.4875e-05
200,5623.13,0.31006,0.20807,0.81723,0.96786,0.94972,0.98298,0.88146,0.35716,0.22164,0.85496,1.86875e-05,1.86875e-05,1.86875e-05
